Time;V1;V2;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19;V20;V21;V22;V23;V24;V25;V26;V27;V28;Amount;Class
10;-0,7857216;-0,2625378;0,5119762;0,8091383;-0,0468954;-0,6566584;0,7761939;-0,7404399;0,7592752;-0,2969177;-0,6153065;0,7325024;-0,1807172;-0,7156994;-0,8934532;-0,6950534;0,2336708;0,6295824;-0,5663213;-0,5492418;-0,3694928;0,6336045;-0,7564827;0,4963590;-0,9934867;0,5525092;-0,3803310;0,5219835;372;0
7;-0,7516948;0,2343884;-0,3116176;-0,1925848;0,7444095;0,0706233;0,6623150;0,7862449;-0,7825485;0,0380837;0,4227833;-0,4181351;-0,2081449;0,8565044;-0,4259243;-0,3720942;0,8970376;-0,2493642;-0,2786836;0,5458266;-0,4115374;0,0306760;0,0329449;-0,0158101;-0,0347414;0,4529670;-0,7309611;0,5278037;712;0
15;-0,2053686;-0,0309144;-0,4106051;-0,9697415;-0,1851035;-0,1839549;0,9212761;-0,6742354;0,6848317;-0,9000540;-0,6536543;0,6910040;0,0510047;0,9565535;0,2344037;-0,9845577;0,0027507;-0,6583009;0,3183488;0,3509770;0,5541969;-0,0949560;0,7293720;-0,2326522;-0,2075753;-0,5309938;-0,7410334;0,2302695;22;0
20;-0,1893706;0,0789112;-0,3767597;-0,4780694;-0,7909964;0,6315180;0,6608271;0,3127440;0,1535227;0,1760532;-0,5470673;0,0921745;0,0480247;-0,6961261;0,6590792;-0,8215895;-0,3494443;0,9486845;-0,5344821;0,1888007;0,5796596;0,7825538;-0,6821570;-0,5775918;-0,8974233;0,0821834;0,2470098;0,3566306;492;0
12;-0,9724123;0,7774845;0,9593645;-0,4371798;-0,3637342;-0,8376435;0,1061009;-0,7299364;-0,8872914;-0,6814859;-0,0341970;0,3667781;-0,5033780;0,0070711;0,4138476;0,2653700;-0,5511650;0,3313695;0,3766762;0,3806886;0,1390991;-0,1578364;0,5518462;0,9158072;-0,3692659;0,4997665;0,7095490;0,4370547;679;0
3;0,1489624;-0,8135472;0,7902673;-0,5345389;-0,0592663;0,6058620;0,8833695;0,7511766;-0,0654641;-0,4282188;-0,5112855;-0,9319939;0,8852127;-0,0158246;0,6966072;0,2394004;-0,5323123;0,0136124;-0,3858022;-0,0390143;-0,6354939;-0,8058335;-0,3292389;-0,4705808;0,8117202;-0,3433073;0,1000765;-0,0519977;392;0
3;0,4128857;-0,1729009;-0,4170429;0,3313976;0,9097681;-0,5240819;-0,4274335;-0,7592983;-0,6414340;0,2477389;-0,1236090;0,6193050;0,6565580;0,7485682;-0,0941434;-0,7643750;-0,9590863;-0,4042333;0,0816945;0,1916883;0,7760426;0,3306353;-0,9202085;0,5940154;-0,1342749;0,8203434;0,3087989;0,6061739;108;0
10;-0,7712387;0,1876699;0,8338703;0,0437623;-0,0205137;-0,2285666;0,5222164;0,0210239;0,9806462;0,3975841;-0,8199953;-0,8868409;0,3684420;-0,2871971;0,4634736;-0,5878559;-0,7513326;-0,4644282;-0,3116648;0,6053145;-0,2745911;-0,9802337;-0,5035959;-0,7355147;-0,4150846;-0,2281999;-0,3347404;-0,5232244;4;0
12;0,1079852;0,8837694;0,9167931;-0,9353928;0,7292137;-0,5588811;-0,7780447;-0,3062164;0,2401502;-0,1847445;0,9996488;0,7779094;0,6910705;0,9787516;0,4653681;-0,8512762;-0,4234427;0,6128402;0,7219244;0,5022932;-0,3349368;-0,8952310;-0,8200310;-0,2016772;-0,3882864;-0,3690390;-0,7269197;0,4931069;880;0
13;-0,5944391;0,3554489;0,6137315;-0,7197651;0,1763650;0,2688325;0,4996667;0,5455995;-0,2204000;-0,1027227;-0,8053480;-0,7310383;0,3132432;-0,4692246;0,1355082;-0,0508125;0,8375084;-0,8289965;0,6772027;-0,7561171;-0,9804882;-0,7137817;-0,9884832;-0,6692873;-0,0599843;0,9996354;0,4877660;-0,0469402;399;0
4;-0,4074972;0,3794098;-0,6068813;-0,9431279;0,5606976;-0,7682175;0,7280689;0,9031739;-0,1244234;0,1553024;0,0050528;-0,4499206;0,1267446;0,7917139;-0,4855919;0,8769526;-0,6733620;0,2807045;-0,8145179;0,3354960;0,4689915;0,3339120;-0,4735417;-0,1110312;0,5898682;0,1886523;0,5227604;0,7516175;69;0
19;-0,8639599;0,1125452;-0,0991096;-0,8556302;-0,2578948;-0,2756195;-0,6589098;0,8668999;-0,4381967;0,9279522;-0,1766365;-0,7676651;0,3980459;0,2397619;-0,8593317;-0,2848206;-0,0412525;0,4418452;-0,9879223;0,0859679;-0,3070578;-0,2896397;-0,5323527;-0,1209727;0,0371278;-0,3037077;-0,1144732;0,8120120;856;0
13;0,1307408;0,3961038;-0,1363864;0,0021191;-0,6157479;-0,7660867;-0,9618458;-0,0932744;-0,4332427;-0,6551489;0,7728289;0,5482788;0,7818954;-0,4708184;-0,8978227;-0,2564196;0,9379123;0,3773747;0,7234186;-0,1636013;-0,6871431;-0,0838977;0,5019799;0,3304752;0,9052762;0,4191443;0,7780289;-0,5018293;224;0
13;0,1860145;-0,7329315;0,6289026;-0,5977543;0,3033362;0,2336406;0,5423443;0,7995847;0,5050697;0,3022698;0,2830831;0,3933432;-0,7485365;0,5518408;-0,7594348;-0,7037584;-0,8592865;-0,4265129;0,4900457;-0,4498847;-0,7183031;-0,3559818;0,0113497;0,0396468;0,2877291;-0,8423087;0,2766609;0,5657309;756;0
1;-0,1072370;0,2621862;-0,0948587;-0,1122056;-0,3217725;0,7912293;0,2567893;0,3143677;0,0173465;0,6548924;-0,9700661;0,4333932;0,0448603;0,6281360;-0,8293360;-0,7912189;0,2957952;0,3438247;0,2704725;-0,2476963;-0,2830348;-0,0818981;0,2576775;0,4070884;-0,3946414;0,4229037;0,8713664;0,5424904;752;0
0;-0,1865156;0,9386227;0,4396497;0,4539877;0,4793166;0,5543856;0,6529496;-0,1587491;0,0476429;0,6413331;0,3548883;0,7708091;0,6117285;-0,6452945;0,1700161;-0,4226745;0,9231996;0,2667757;-0,5780089;0,5293943;-0,9632331;-0,8527933;0,0910647;0,6120259;-0,6980651;-0,6515183;0,6464504;0,1419247;272;0
6;0,9687133;0,1180343;-0,8570470;0,7222121;0,4916600;0,9056785;-0,6810304;-0,0115573;-0,9758276;0,5238877;-0,4620403;0,3624507;0,5594681;-0,3743728;0,5883019;-0,0863175;0,2251983;-0,4360817;0,5327397;0,5097619;0,9782421;0,1683394;0,8625685;-0,4113047;0,0367750;-0,8175167;0,4370130;-0,6178871;636;0
1;0,9817089;0,8324689;0,8662945;-0,2613470;-0,5658199;0,9673524;-0,2472815;0,0220068;0,0157695;0,3202446;-0,1329058;0,7728213;-0,4015984;0,3812915;0,1222132;-0,3911350;-0,5587108;0,3830363;0,4705818;-0,5930029;0,5362196;-0,4092978;0,3525749;-0,1830463;-0,1933399;0,3790017;0,7288861;0,8039566;186;0
5;-0,1775817;-0,4754666;0,2664248;-0,7309708;0,3538297;0,9179427;0,8845872;-0,9019018;0,0542777;-0,8102143;-0,6806843;-0,9459227;0,3198451;-0,6699238;-0,4217634;-0,5150128;0,0435578;-0,9123028;0,3373265;0,2189237;0,5037560;-0,1403690;-0,6688619;-0,2461547;-0,8680657;-0,3446086;0,7099247;0,5171077;873;0
0;-0,1871803;-0,9755181;0,8875473;0,0553602;0,8595127;-0,3762245;-0,7702264;-0,1298238;0,9431001;0,8736105;-0,3080557;-0,4576967;-0,3402021;-0,4477279;0,8709437;0,5849611;0,2111182;0,6599314;0,1944811;-0,6242617;-0,5363337;-0,1812264;-0,7850569;0,5413420;-0,7746214;0,7782243;0,7450836;0,3544556;153;0
8;0,7076631;-0,4257770;0,1164601;0,0458483;-0,1394705;-0,5718111;0,2466091;-0,6731045;0,6357283;0,1763567;0,2331757;0,7224429;0,2853631;0,4830483;-0,8446589;0,9200041;0,2128228;0,0475529;0,7319560;-0,5094409;0,9385809;0,3300997;0,2667426;-0,6260602;-0,8212183;-0,4446610;0,7936307;-0,2878458;845;0
20;-0,9688401;0,8153996;0,0486424;-0,8276444;-0,4878227;-0,0254305;-0,7188256;-0,1077086;-0,6147721;0,6512969;0,4718475;-0,3530526;0,8174618;-0,5198394;-0,9868655;-0,2978361;0,3282406;-0,3930528;-0,9894227;-0,2099531;0,8481009;0,1141380;-0,3710946;-0,2478711;0,6286168;-0,6493963;0,2042315;-0,1834460;79;0
6;-0,9182662;-0,7070060;0,9050438;-0,9689178;-0,2383156;0,8102505;-0,5032152;-0,9286148;-0,5424272;0,7541684;0,4247283;0,5840004;0,5773793;-0,7302232;-0,5329041;-0,8210548;0,5766656;0,0276129;-0,0882328;0,7695633;-0,3896777;0,0423666;-0,0051249;0,0349252;-0,9216231;0,8291807;0,0615153;0,3270360;430;0
20;0,6786833;-0,9641989;-0,9453517;-0,3797686;0,7248242;-0,4268629;0,9275120;-0,4400163;-0,2305740;-0,9119139;0,5092451;-0,3101736;-0,0905665;0,3278951;0,1485697;0,3422597;0,3682152;-0,5811893;-0,6153652;0,3693408;-0,2434346;-0,3857694;0,2161833;0,7276253;-0,7217912;-0,1890971;-0,0689577;0,0902773;720;0
14;-0,3777431;-0,8646295;0,9080215;0,3553005;-0,3758241;0,2791931;0,1201979;-0,7862656;-0,6358458;0,8731244;-0,9739116;-0,5986506;0,1438826;-0,3676839;0,3694378;-0,3650161;0,7163819;-0,3488845;-0,9142486;0,1720465;-0,1779467;-0,3496857;-0,7650628;0,9297957;-0,2373480;-0,2855361;-0,4148907;-0,0890445;248;0
4;0,6299675;-0,6393610;-0,8141896;-0,0693731;-0,7108719;0,2725328;0,9456976;-0,2045877;-0,0774395;-0,0629930;0,9826683;-0,0393087;0,7374723;0,3838595;0,7738464;-0,1307460;-0,8081687;-0,6281014;-0,6021538;0,6697118;-0,2154913;-0,8625877;-0,3400877;0,0926612;0,5888337;-0,9605870;0,1306274;-0,8056452;607;0
4;-0,0068163;0,0596960;-0,0125072;0,8208551;0,3777946;0,9070229;-0,6957544;0,6896751;-0,6179087;0,4020478;0,6300099;0,7895192;-0,7975867;0,0836937;0,6257605;-0,8481115;-0,7321305;0,2162621;0,2023244;-0,2250607;-0,7440684;0,7364967;0,0232527;-0,6926145;-0,8890827;-0,6801208;0,1376589;-0,0741256;55;0
5;-0,8388518;0,4018735;0,7039923;-0,6960929;-0,6710988;0,5635745;0,9935131;0,6079841;0,5015680;-0,0817991;-0,1236290;-0,6175329;0,9567118;0,2884569;0,4437650;0,3261531;0,0257119;0,3285241;0,3450475;-0,6678101;0,3643385;-0,7021440;0,6943565;-0,7609466;-0,8312099;-0,6906622;0,3819680;0,8207346;514;0
14;0,8722969;0,4526301;-0,6189008;0,3237761;0,4225757;0,3582884;-0,2811566;-0,8288286;-0,2619404;0,2810155;-0,3518969;-0,6579532;0,1258296;0,9327078;-0,5846500;0,9913411;0,5793936;-0,0964102;0,1469890;-0,4669974;-0,9731766;0,5772067;-0,6277793;-0,9391362;-0,4541931;-0,6776850;-0,0091087;-0,9093535;167;1
16;0,4405516;-0,4899720;0,0213918;0,4296471;0,3563381;-0,2899201;0,8301530;-0,0188522;0,3242298;0,3680718;-0,2685827;0,1401600;0,2421031;0,0684133;-0,0307353;0,9156347;-0,0511800;-0,2995005;-0,6458001;-0,4541586;-0,9706604;0,7517285;0,8768282;0,9412706;0,2597377;0,8396184;-0,6698817;-0,4716288;77;0
12;0,1368687;-0,4985700;0,7828920;-0,4843500;-0,2433735;-0,0030254;0,3438719;-0,3910296;-0,8222787;0,6891438;0,5111669;0,8571201;-0,1665892;-0,4365369;-0,8512626;-0,2756410;-0,4308637;0,2802366;-0,4488114;0,3177583;-0,5426761;0,8618234;0,3887896;0,7269521;-0,3202105;0,9175974;0,5251453;0,9384584;687;0
1;0,9298956;0,8270160;0,2895086;0,4323710;-0,9317627;-0,9179963;0,1381819;-0,7059191;-0,2977083;-0,0059056;-0,8857584;-0,2441177;0,7492042;0,4089251;0,4998625;0,7915973;-0,5492550;-0,7725620;0,1513056;-0,8182723;-0,6432431;0,7006910;0,4227358;-0,7447112;0,0035913;0,6706318;0,9479195;-0,0943181;488;0
7;-0,9649895;0,6100108;-0,9327746;-0,1625149;0,0249594;-0,0915516;0,9064663;0,3176135;-0,5691739;0,2689712;0,6480476;-0,1950098;0,6244241;0,5754012;-0,7171836;0,9751911;-0,9252646;0,2503246;-0,9337239;-0,8947103;-0,3653935;-0,2902624;0,0190432;-0,8759465;-0,9026826;0,4387442;0,4148461;-0,9033909;827;0
5;-0,5689275;0,2487613;-0,4260058;-0,4803746;0,6904373;-0,3830407;-0,5163758;-0,3213208;-0,7065958;-0,1912201;0,9175839;0,0910858;-0,8870017;-0,2786176;-0,4813770;-0,6876922;0,5899277;0,6970847;-0,6869115;-0,3174271;-0,4603836;-0,3385568;-0,2700966;-0,2597377;0,5937390;0,7932436;0,0636148;0,0174811;798;0
16;-0,4639701;0,6514339;0,0426341;0,6764604;-0,4191895;-0,4923102;0,8990191;0,7234393;-0,1971855;0,3011001;0,4563091;0,8499723;-0,7354374;0,2127344;-0,2852150;-0,7193432;0,3725372;-0,7830592;0,1734610;0,6534303;-0,5953143;-0,1011794;0,6968152;0,2177695;-0,2524894;-0,4559655;0,9979918;-0,1957709;780;0
13;-0,8250016;-0,8832307;-0,6039424;-0,3690299;0,0813006;0,0115247;-0,9447696;0,1415527;0,3760884;-0,7090716;-0,7772472;-0,6071618;-0,4579879;-0,9776478;-0,6475976;0,7277792;-0,7534871;-0,6447045;-0,3546686;-0,4295785;0,0808152;0,0397748;0,8948071;0,6615550;0,1728689;0,7761661;-0,3928570;0,2401245;701;0
4;-0,7270569;0,3787929;0,4335929;-0,9412595;0,3672314;-0,2933274;-0,3157516;0,3321215;-0,8529023;-0,6820995;0,2682092;0,9576687;0,1631814;0,7418460;0,4227955;-0,1763794;0,4972040;0,3904170;0,5730932;-0,7748958;0,1045899;-0,0018742;-0,4558740;-0,7710617;-0,3177597;0,2216810;0,9673545;-0,5775103;96;0
2;0,5674349;-0,2142071;-0,0427916;0,9247295;0,6760932;0,7926155;0,3435423;-0,5827798;0,6447961;-0,2700670;0,2589128;-0,0504646;-0,2471515;0,5935652;-0,0559585;0,0023890;0,0802290;0,2442305;-0,4994676;0,2971447;0,6027684;-0,9229613;-0,4209135;-0,7288256;-0,4422704;-0,0212541;-0,7066131;0,4910541;634;0
1;0,9842116;0,8305857;-0,7424860;-0,2718939;0,8026501;0,4565137;-0,9217865;-0,9811968;-0,3819372;0,0912414;0,8584907;-0,5394700;0,3189217;0,8415497;0,4426019;0,0404256;0,0088682;0,6808260;-0,7730782;0,5086435;-0,5091960;0,1964975;-0,1640911;0,3643638;0,1592884;-0,6689410;-0,1804635;0,5429036;976;0
17;-0,3087938;-0,8973597;-0,2886878;0,9991270;-0,0953653;0,6578247;-0,5615489;0,1908071;-0,8944823;-0,8771403;0,9480272;-0,8192402;0,3266656;0,9838960;-0,5259861;0,5166993;0,7672126;-0,6369560;-0,6593128;-0,4321329;-0,2529948;-0,2852552;-0,9811439;-0,0457655;0,1176592;-0,9258568;-0,9219104;-0,4115119;446;0
16;-0,6581669;-0,0730473;-0,2306666;-0,9680291;0,2782410;-0,9707408;-0,2713331;-0,4729718;-0,7398346;-0,4353522;-0,0206131;0,3829499;0,7204825;-0,7633340;0,8937800;-0,6492529;0,6561110;-0,4793925;-0,7950029;0,3369961;-0,7275808;-0,8242088;-0,3942307;-0,8858768;0,3677028;-0,6411228;-0,4816259;0,9954212;977;0
15;0,5918949;-0,1473649;-0,2073767;-0,9223651;0,4188034;0,8309816;0,2356064;-0,5901598;-0,0141067;-0,6972678;0,9414378;0,5192127;-0,6864305;0,0393460;0,9715569;0,2223260;-0,8407656;-0,2289593;0,6463012;-0,4864592;-0,5220321;-0,3572786;0,2728266;-0,0344972;-0,6399642;-0,4997036;0,0173643;0,4098579;442;1
8;0,0936504;0,3569456;-0,8404871;-0,8478810;0,0010136;-0,6687110;0,5934818;0,1611674;0,0976606;0,4921025;-0,0234824;0,9916891;0,8350291;-0,7112122;-0,8338471;-0,9234066;-0,7661555;-0,7960754;-0,7423387;0,6077579;0,2175369;0,7316900;-0,7488093;-0,4497711;-0,0661675;0,1812570;-0,1893786;0,8180407;994;0
5;-0,5937634;0,1931975;-0,5585888;0,4488306;0,7555230;0,5384867;0,3359954;-0,0343666;-0,7691798;0,4558553;0,2476216;-0,5183142;-0,7578011;-0,6662968;0,9402841;0,3993746;-0,2761778;-0,7760957;-0,5477833;-0,5851165;0,3329323;0,7326171;0,9159888;-0,8911381;-0,9205102;0,1622655;0,6736014;-0,2707629;523;0
6;0,5555614;-0,8291688;0,9804947;0,1416275;-0,9990108;0,9244529;-0,1534291;-0,4352450;0,9735908;0,5334303;0,7827393;0,2235796;0,0639481;0,4902635;0,0582621;0,3675257;0,1501178;0,6662539;0,8231223;-0,3496186;0,3189072;0,7980408;0,1378148;0,3239477;0,0474262;-0,0269883;-0,0605689;0,8646922;984;0
19;0,8476696;-0,4154141;-0,1054720;-0,7119742;0,5539205;0,3215012;-0,4458616;-0,9592370;-0,9133530;-0,1484718;0,9062131;0,8072037;0,0523106;0,6686612;-0,7613437;0,2088705;-0,1703474;-0,7252519;-0,1380139;-0,9714347;0,7936436;-0,3520196;-0,4142062;0,8550280;-0,4195261;0,5279217;0,0917916;0,1739312;391;0
13;-0,0321239;-0,8825453;-0,8662942;0,3494381;0,0480551;-0,5594752;0,9690406;0,8934454;0,7664174;0,7064434;0,5431352;0,2256905;0,2331561;-0,5394792;-0,8878267;-0,7755202;0,0966409;-0,5640250;0,9282434;0,2209475;0,1700840;-0,2771241;0,6817894;0,5026398;0,1919944;0,4099730;0,1867321;0,9396317;132;0
15;-0,2650142;-0,5629398;0,4145287;-0,5623922;0,5111389;0,9907967;0,1665047;-0,0964870;-0,2037747;-0,0791124;0,1309648;0,0755672;0,1760303;-0,1902497;0,8224252;0,2875301;-0,9026444;-0,2674772;0,3658999;-0,9031185;-0,6777082;0,7085067;0,3658063;0,2630035;0,1637622;0,0378378;-0,8075555;-0,1488175;601;0
20;0,5770629;-0,1791181;0,8149294;0,3272741;0,5499140;0,8988816;-0,4786312;0,3952221;0,3030588;0,3498811;-0,0738876;-0,2421771;-0,6451659;0,1808539;-0,6414407;-0,1998119;0,9729271;-0,2056720;0,6705359;0,9990817;-0,3359968;0,4605929;-0,7088215;-0,9695475;-0,9514203;0,4796660;0,8768907;0,7638845;106;0
1;0,6723055;0,8265477;-0,5472240;0,8936196;-0,0568235;0,1402022;-0,2038135;-0,9290368;-0,9239110;-0,5221614;0,9991777;0,7378664;0,6794404;-0,4502483;-0,4214972;-0,6631659;-0,6343513;0,1943167;-0,5960445;0,1711821;-0,9660772;0,0274197;0,0706978;0,0607067;-0,2797753;0,9206922;-0,7461419;-0,2592979;886;0
18;0,9598383;0,1599416;-0,7255151;0,0020182;0,7305719;-0,3735367;0,9268007;0,5277779;-0,5616425;-0,4806173;-0,5326891;0,9750064;-0,4445081;0,9260379;0,5490035;0,6191977;-0,4099957;-0,5995850;-0,4279717;-0,1232133;0,0777281;0,8413203;-0,6224904;-0,7470424;-0,0287236;-0,6512343;-0,5561372;0,0358733;572;0
18;-0,5755101;0,3426372;-0,4838475;-0,8755623;0,5494031;-0,1586472;-0,7939236;0,8552714;-0,1301457;-0,0640273;0,2747728;0,7056210;0,4069002;-0,2900091;0,5466442;-0,5101848;-0,0985077;0,9165425;-0,2430758;0,0568012;0,4886800;0,8454290;-0,4438787;0,1139753;-0,6805896;-0,3356500;-0,2916504;0,8957935;591;1
3;0,7368580;0,0364513;0,3411079;-0,4662102;-0,8083869;-0,3792802;-0,9181227;0,2899227;0,2806443;-0,0070767;-0,7072702;0,6756256;-0,0098854;0,9538910;0,7108513;-0,5802841;-0,7142479;-0,4357230;0,6145088;-0,6568800;-0,1643822;-0,1038790;0,6757938;0,4875137;-0,7707284;0,2602648;0,3879265;0,4100752;255;0
7;-0,4308294;0,7377424;-0,3515044;-0,0997461;0,6815293;-0,9589283;0,8509268;-0,2942179;-0,3351648;0,7851623;0,2306772;0,8213105;0,7680099;0,0752902;-0,2124572;0,0376694;-0,8086306;0,1076596;-0,4882031;0,6268276;0,4634485;0,7097285;0,4787001;0,7191138;-0,8139315;-0,0175437;-0,1155094;0,9021510;727;0
14;0,3715737;0,4595721;0,8421188;-0,6142771;-0,3676566;-0,0330187;0,6004857;0,6052762;-0,8068773;0,5411431;-0,4595257;-0,0874877;-0,4037400;0,1851424;0,8870469;0,1775767;-0,3365602;-0,4800316;-0,6416865;0,5362021;-0,6744986;-0,2735548;0,3994130;0,1994610;0,9954207;0,0766967;-0,1993507;0,7621705;802;0
16;-0,9722876;0,5286204;-0,8027650;0,6554953;0,4533243;0,0014802;-0,7196523;-0,9513255;-0,7454095;0,3578248;-0,3453971;0,6013922;0,2148988;0,5810638;-0,1793238;0,6539442;0,8645402;-0,4771312;0,5321383;0,8369388;-0,8369480;-0,7280036;-0,0542864;-0,2709861;0,0103422;-0,5391996;0,7504437;-0,4459824;431;0
13;-0,1504616;0,8469599;0,5908070;0,4942613;-0,0119504;-0,1426519;-0,8947347;-0,9628736;-0,4106002;0,6037416;0,8281779;-0,0389973;-0,0797177;-0,2423834;-0,1564928;0,4961665;0,6862921;-0,5038222;-0,6501871;-0,4563850;-0,1910010;0,2489725;-0,5209888;-0,8302534;0,5641074;0,0004808;-0,9545828;-0,8846607;289;0
11;0,1501208;-0,6902513;0,7992792;-0,7180632;0,7752591;-0,7497918;-0,8466735;-0,1536016;-0,3691526;0,9490364;-0,6903310;-0,9815624;-0,0156649;0,3129592;-0,8086560;0,5927788;-0,8689584;-0,6761325;0,9364275;-0,9646043;-0,3350248;0,2465140;-0,9145623;-0,2357359;-0,5227535;-0,1310244;-0,7643685;-0,7054886;457;0
19;0,6851268;0,2222073;0,0385454;-0,3763235;0,5171053;-0,7738047;-0,6157406;-0,0942691;-0,8725417;0,3946652;0,9578318;-0,3273062;-0,4098249;0,4203317;-0,1570839;-0,0628172;0,5590716;-0,1479226;0,8765459;-0,5678898;0,5313576;-0,4133637;0,7358179;-0,3394560;0,2169820;-0,9124648;-0,0697120;-0,8056938;780;0
15;-0,9906276;-0,5757761;0,7081432;0,5580187;-0,5733905;0,0593837;0,1698704;-0,5354269;0,3365669;0,9136292;-0,3514843;0,5441413;0,2166552;0,9112414;0,2844647;-0,5272261;0,9920509;0,5298190;-0,0246559;0,4961311;-0,8902231;-0,0924066;0,8527576;0,1664491;0,8379718;0,4331040;-0,2143564;-0,7801634;956;0
1;0,9907617;0,3734198;0,8183888;0,4216135;-0,1961911;-0,7158353;0,7993353;0,9847765;0,3244106;0,1013169;0,9029733;-0,8058424;-0,9993856;0,5383763;-0,1536308;-0,2855606;0,5203978;-0,3212996;0,3464363;-0,0802129;0,0546580;-0,1730851;0,6319833;0,5691720;-0,4303042;0,4396956;0,4694439;0,1471348;868;0
9;-0,9286303;0,7937090;-0,5590170;-0,8664189;-0,3603038;0,8085576;-0,8412388;-0,5650215;-0,1172055;-0,5839794;0,2155191;-0,5008297;-0,7652099;-0,6290751;0,5657044;0,4453589;0,4721217;-0,8576357;0,4337745;0,5511381;0,7499286;0,9384672;0,4327634;-0,7756084;0,2559329;0,3170675;-0,0246648;0,5672194;799;0
2;0,7726419;0,0946440;-0,5076690;0,9890787;0,7095088;-0,2151785;0,1000299;0,9132349;-0,1123542;-0,2606108;0,9286081;0,5320151;-0,5678809;-0,9644716;0,0791661;0,4958791;0,2662591;0,0460585;0,5836326;0,0045283;0,5269726;-0,8515722;-0,9078373;-0,0290589;-0,0320084;-0,2243426;-0,1416341;-0,4155702;3;0
7;0,7782055;-0,6918074;-0,2816449;-0,0209908;-0,6346450;-0,8037771;0,0611764;0,9318124;-0,9300244;-0,0648379;-0,5731224;-0,2445465;0,7008162;-0,2853058;-0,4251059;0,5114816;0,2348018;0,7206737;-0,1875729;-0,4218780;-0,5230115;-0,0725539;0,6071187;-0,3156323;-0,5139680;-0,9532462;-0,5462472;0,9755640;756;0
11;-0,6007241;-0,3769079;0,4273298;-0,9263575;0,9731406;-0,0501736;0,3923011;-0,6850040;0,7296021;0,1230476;-0,8599320;0,3141860;-0,0158468;0,0251240;-0,1788327;0,8004803;-0,4633085;0,9802056;-0,3981296;0,1097517;0,6004839;-0,7931979;-0,8634135;0,5196586;-0,0969626;-0,5561278;-0,9621380;-0,8537632;921;0
1;0,5276139;-0,2714936;-0,6531407;-0,6997468;-0,5664610;-0,0043635;0,8611312;0,4302179;0,5659570;0,1386696;0,2821689;0,7595479;0,4929692;0,7358198;0,9913706;0,4609993;0,8592412;0,3311191;-0,6986992;0,1512779;-0,7461714;-0,9626646;0,6281406;0,2648675;-0,7422994;0,9231271;-0,4171546;-0,7341462;443;0
15;-0,1528775;-0,8379794;-0,6190072;-0,2953557;-0,1384171;-0,2638527;-0,4885090;-0,1610959;-0,5094614;-0,2246180;-0,2669297;0,6068023;0,8634637;-0,8263109;0,3946950;0,7759101;-0,8260609;-0,5609031;0,0424399;0,1276968;0,7508182;0,7631163;-0,9514538;-0,7824934;0,6214801;-0,3276966;0,1822471;0,3989544;161;1
7;-0,3097605;-0,9709250;-0,4147376;-0,5559250;-0,1722700;0,3012020;0,8416858;-0,6476780;0,9725716;-0,0814983;0,0800041;0,0591189;0,0473278;-0,0341648;-0,9920622;0,4944774;0,3157383;-0,6718978;0,6970794;0,8904867;0,0833801;0,2640439;0,2230027;0,2224612;-0,4926887;-0,5327369;-0,8442186;-0,4395040;770;0
4;-0,8006370;-0,7958951;-0,3430980;0,3445206;0,3828159;-0,2190614;-0,1756960;-0,4694580;0,0904462;-0,8742781;0,4480893;0,8253791;-0,3967491;0,5452941;-0,3305224;-0,4915525;-0,8008038;0,8101717;-0,1615223;0,5745808;0,6331206;-0,4965166;0,7983041;0,3786979;-0,7561204;-0,0482530;0,7545987;0,9027630;180;0
16;-0,6849389;0,6346729;0,6207046;0,5177930;-0,9926074;0,9750078;-0,7305872;0,2889512;-0,4068461;-0,4510745;-0,8589830;0,0393108;0,2669516;-0,9881909;-0,6360949;0,7776865;-0,8003088;0,5134950;0,0237408;-0,0211531;0,4007487;0,7357291;-0,9918599;-0,5938961;0,5684225;-0,4966533;0,4087061;0,3766313;187;0
9;-0,8130125;0,4809791;0,4246260;-0,0521800;-0,9817129;-0,8611917;0,8261648;0,3760821;-0,4092208;0,0362745;-0,5653360;0,8511439;0,3491280;-0,2707955;-0,7954802;0,9030482;-0,8350588;0,3668838;0,7020543;-0,2837015;0,5798499;-0,5260188;-0,3941267;0,8212625;0,4761986;0,5240955;-0,7749072;-0,8136301;195;0
19;0,8131069;0,3697405;0,8706031;-0,1349426;0,2675685;-0,4347246;0,0002195;-0,3571380;-0,9662229;0,3396319;0,4737477;-0,2454565;-0,6403550;-0,5663082;0,8537936;0,6083477;0,7711582;0,6798991;0,4969263;0,9408295;-0,4353515;-0,6426780;0,1277723;0,7538668;0,0171419;-0,0332996;-0,1310715;-0,7307521;933;0
3;0,4434212;0,7809151;0,8785098;-0,0601214;-0,5744651;0,9325322;-0,2551362;-0,6622416;-0,0604693;0,9368683;-0,8081485;-0,3318634;0,1332496;0,9846957;-0,1524648;0,9619064;0,4575476;0,5132195;0,0551616;0,2521320;0,2700257;0,5394845;-0,7273707;0,4422176;-0,0809153;0,1246516;0,4691481;-0,8530118;49;0
